0	1	2	3	4	5
chr1	1989240	1989590	AT1G06500_1	1	+
chr1	2013264	2013614	AT1G06570_1	1	-
chr1	2015803	2016153	AT1G06580_1	1	-
chr1	2025350	2025700	AT1G06620_1	1	+
chr1	2027482	2027832	AT1G06630_1	1	+
chr1	2032099	2032449	AT1G06640_1	1	+
chr1	2035619	2035969	AT1G06650_1	1	+
chr1	2039982	2040332	AT1G06660_1	1	-
chr1	2047632	2047982	AT1G06680_1	1	+
chr1	2051815	2052165	AT1G06690_1	1	-
chr1	2055023	2055373	AT1G06700_1	1	-
chr1	2060055	2060405	AT1G06710_1	1	-
chr1	2067089	2067439	AT1G06720_1	1	-
chr1	2077443	2077793	AT1G06760_1	1	-
chr1	2081683	2082033	AT1G06770_1	1	-
chr1	2083173	2083523	AT1G06780_1	1	+
chr1	2086981	2087331	AT1G06790_1	1	+
chr1	2096900	2097250	AT1G06830_1	1	+
chr1	2104818	2105168	AT1G06850_1	1	+
chr1	2108333	2108683	AT1G06870_1	1	+
chr1	2126532	2126882	AT1G06923_1	1	+
chr1	2143570	2143920	AT1G06980_1	1	-
chr1	2148095	2148445	AT1G06990_1	1	+
chr1	2155752	2156102	AT1G07020_1	1	-
chr1	2162868	2163218	AT1G07040_1	1	-
chr1	2164942	2165292	AT1G07050_1	1	-
chr1	2174665	2175015	AT1G07090_1	1	-
chr1	2183897	2184247	AT1G07110_1	1	-
chr1	2186373	2186723	AT1G07120_1	1	-
chr1	2190406	2190756	AT1G07135_1	1	-
chr1	2193529	2193879	AT1G07140_1	1	-
chr1	2195545	2195895	AT1G07150_1	1	-
chr1	2199516	2199866	AT1G07160_1	1	-
chr1	2202083	2202433	AT1G07175_1	1	+
chr1	2204081	2204431	AT1G07180_1	1	+
chr1	2214972	2215322	AT1G07210_1	1	+
chr1	2219214	2219564	AT1G07220_1	1	-
chr1	2223604	2223954	AT1G07240_1	1	+
chr1	2237836	2238186	AT1G07280_1	1	+
chr1	2244269	2244619	AT1G07290_1	1	-
chr1	2246085	2246435	AT1G07300_1	1	-
chr1	2248682	2249032	AT1G07310_1	1	-
chr1	2248890	2249240	AT1G07320_1	1	+
chr1	2250797	2251147	AT1G07330_1	1	+
chr1	2259838	2260188	AT1G07350_1	1	-
chr1	2262886	2263236	AT1G07370_1	1	+
chr1	2268809	2269159	AT1G07380_1	1	-
chr1	2270137	2270487	AT1G07390_1	1	+
chr1	2274810	2275160	AT1G07400_1	1	+
chr1	2282577	2282927	AT1G07430_1	1	-
chr1	2287471	2287821	AT1G07440_1	1	-
chr1	2301129	2301479	AT1G07485_1	1	+
chr1	2305276	2305626	AT1G07510_1	1	+
chr1	2327053	2327403	AT1G07560_1	1	+
chr1	2333291	2333641	AT1G07570_1	1	-
chr1	2338463	2338813	AT1G07590_1	1	-
chr1	2339134	2339484	AT1G07600_1	1	-
chr1	2348846	2349196	AT1G07630_1	1	+
chr1	2355520	2355870	AT1G07640_1	1	-
chr1	2366281	2366631	AT1G07650_1	1	-
chr1	2368134	2368484	AT1G07645_1	1	-
chr1	2375778	2376128	AT1G07680_1	1	+
chr1	2377782	2378132	AT1G07690_1	1	+
chr1	2392202	2392552	AT1G07720_1	1	-
chr1	2398494	2398844	AT1G07730_1	1	-
chr1	2400257	2400607	AT1G07740_1	1	-
chr1	2405691	2406041	AT1G07750_1	1	-
chr1	2409293	2409643	AT1G07770_1	1	-
chr1	2412424	2412774	AT1G07780_1	1	-
chr1	2412745	2413095	AT1G07790_1	1	+
chr1	2414041	2414391	AT1G07795_1	1	+
chr1	2416007	2416357	AT1G07810_1	1	+
chr1	2421690	2422040	AT1G07820_1	1	-
chr1	2437227	2437577	AT1G07890_1	1	+
chr1	2442306	2442656	AT1G07900_1	1	+
chr1	2443904	2444254	AT1G07901_1	1	-
chr1	2454636	2454986	AT1G07920_1	1	+
chr1	2458026	2458376	AT1G07930_1	1	+
chr1	2465216	2465566	AT1G07940_1	1	-
chr1	2466731	2467081	AT1G07950_1	1	-
chr1	2466910	2467260	AT1G07960_1	1	+
chr1	2472374	2472724	AT1G07970_1	1	-
chr1	2474674	2475024	AT1G07980_1	1	-
chr1	2475194	2475544	AT1G07985_1	1	+
chr1	2476933	2477283	AT1G07990_1	1	+
chr1	2484801	2485151	AT1G08000_1	1	-
chr1	2487776	2488126	AT1G08010_1	1	-
chr1	2490216	2490566	AT1G08030_1	1	-
chr1	2498410	2498760	AT1G08040_1	1	-
chr1	2501192	2501542	AT1G08050_1	1	-
chr1	2510824	2511174	AT1G08060_1	1	-
chr1	2516375	2516725	AT1G08070_1	1	-
chr1	2517485	2517835	AT1G08080_1	1	-
chr1	2523825	2524175	AT1G08090_1	1	+
chr1	2560152	2560502	AT1G08160_1	1	-
chr1	2561898	2562248	AT1G08165_1	1	-
chr1	2564891	2565241	AT1G08180_1	1	-
chr1	2567273	2567623	AT1G08190_1	1	+
chr1	2576442	2576792	AT1G08200_1	1	-
chr1	2583071	2583421	AT1G08220_1	1	-
chr1	2589995	2590345	AT1G08250_1	1	-
chr1	2590679	2591029	AT1G08260_1	1	+
chr1	2607065	2607415	AT1G08270_1	1	-
chr1	2621215	2621565	AT1G08315_1	1	-
chr1	2627616	2627966	AT1G08320_1	1	-
chr1	2630817	2631167	AT1G08340_1	1	+
chr1	2635431	2635781	AT1G08350_1	1	-
chr1	2635776	2636126	AT1G08360_1	1	+
chr1	2662701	2663051	AT1G08440_1	1	+
chr1	2671574	2671924	AT1G08450_1	1	-
chr1	2672248	2672598	AT1G08460_1	1	+
chr1	2683758	2684108	AT1G08470_1	1	-
chr1	2684039	2684389	AT1G08480_1	1	+
chr1	2688338	2688688	AT1G08490_1	1	-
chr1	2688815	2689165	AT1G08500_1	1	+
chr1	2694115	2694465	AT1G08510_1	1	-
chr1	2700964	2701314	AT1G08530_1	1	+
chr1	2710660	2711010	AT1G08560_1	1	-
chr1	2712676	2713026	AT1G08570_1	1	+
chr1	2718553	2718903	AT1G08590_1	1	+
chr1	2723576	2723926	AT1G08600_1	1	+
chr1	2736514	2736864	AT1G08620_1	1	+
chr1	2750958	2751308	AT1G08640_1	1	-
chr1	2751910	2752260	AT1G08650_1	1	+
chr1	2761322	2761672	AT1G08670_1	1	-
chr1	2762392	2762742	AT1G08680_1	1	+
chr1	2769312	2769662	AT1G08695_1	1	-
chr1	2771180	2771530	AT1G08700_1	1	-
chr1	2773778	2774128	AT1G08720_1	1	+
chr1	2800818	2801168	AT1G08750_1	1	+
chr1	2805120	2805470	AT1G08760_1	1	+
chr1	2810927	2811277	AT1G08780_1	1	-
chr1	2817550	2817900	AT1G08800_1	1	-
chr1	2820100	2820450	AT1G08810_1	1	-
chr1	2826867	2827217	AT1G08830_1	1	+
chr1	2847527	2847877	AT1G08880_1	1	-
chr1	2848099	2848449	AT1G08890_1	1	+
chr1	2852203	2852553	AT1G08900_1	1	+
chr1	2855911	2856261	AT1G08910_1	1	+
chr1	2867104	2867454	AT1G08920_1	1	+
chr1	2873241	2873591	AT1G08930_1	1	+
chr1	2877424	2877774	AT1G08940_1	1	+
chr1	2882364	2882714	AT1G08970_1	1	+
chr1	2884174	2884524	AT1G08980_1	1	+
chr1	2904588	2904938	AT1G09020_1	1	-
chr1	2908798	2909148	AT1G09030_1	1	-
chr1	2911037	2911387	AT1G09040_1	1	+
chr1	2925505	2925855	AT1G09060_1	1	-
chr1	2927452	2927802	AT1G09070_1	1	+
chr1	2931600	2931950	AT1G09080_1	1	-
chr1	2932476	2932826	AT1G09090_1	1	+
chr1	2942003	2942353	AT1G09130_1	1	-
chr1	2945704	2946054	AT1G09140_1	1	-
chr1	2950676	2951026	AT1G09155_1	1	-
chr1	2955429	2955779	AT1G09160_1	1	-
chr1	2963848	2964198	AT1G09176_1	1	+
chr1	2964760	2965110	AT1G09180_1	1	+
chr1	2967478	2967828	AT1G09190_1	1	-
chr1	2971253	2971603	AT1G09195_1	1	-
chr1	2971948	2972298	AT1G09200_1	1	-
chr1	2976445	2976795	AT1G09210_1	1	-
chr1	2979236	2979586	AT1G09220_1	1	-
chr1	2984630	2984980	AT1G09240_1	1	+
chr1	2993126	2993476	AT1G09260_1	1	+
chr1	2994163	2994513	AT1G09270_1	1	+
chr1	3001029	3001379	AT1G09280_1	1	-
chr1	3003511	3003861	AT1G09290_1	1	-
chr1	3003653	3004003	AT1G09300_1	1	+
chr1	3008806	3009156	AT1G09310_1	1	+
chr1	3019568	3019918	AT1G09350_1	1	+
chr1	3024605	3024955	AT1G09370_1	1	+
chr1	3029237	3029587	AT1G09380_1	1	-
chr1	3030991	3031341	AT1G09390_1	1	+
chr1	3038131	3038481	AT1G09415_1	1	-
chr1	3041547	3041897	AT1G09420_1	1	-
chr1	3041818	3042168	AT1G09430_1	1	+
chr1	3056685	3057035	AT1G09470_1	1	-
chr1	3063910	3064260	AT1G09490_1	1	+
chr1	3066502	3066852	AT1G09500_1	1	+
chr1	3085905	3086255	AT1G09540_1	1	+
chr1	3092072	3092422	AT1G09550_1	1	-
chr1	3093594	3093944	AT1G09560_1	1	+
chr1	3102674	3103024	AT1G09575_1	1	-
chr1	3104332	3104682	AT1G09580_1	1	+
chr1	3106284	3106634	AT1G09590_1	1	+
chr1	3119672	3120022	AT1G09640_1	1	+
chr1	3122776	3123126	AT1G09645_1	1	+
chr1	3130811	3131161	AT1G09660_1	1	-
chr1	3140047	3140397	AT1G09700_1	1	-
chr1	3154133	3154483	AT1G09730_1	1	-
chr1	3157253	3157603	AT1G09750_1	1	+
chr1	3167618	3167968	AT1G09780_1	1	-
chr1	3171867	3172217	AT1G09794_1	1	+
chr1	3173297	3173647	AT1G09795_1	1	+
chr1	3192222	3192572	AT1G09820_1	1	-
chr1	3200020	3200370	AT1G09840_1	1	-
chr1	3201577	3201927	AT1G09850_1	1	+
chr1	3211411	3211761	AT1G09880_1	1	-
chr1	3232854	3233204	AT1G09932_1	1	-
chr1	3239130	3239480	AT1G09940_1	1	-
chr1	3241325	3241675	AT1G09950_1	1	-
chr1	3243957	3244307	AT1G09960_1	1	+
chr1	3271714	3272064	AT1G10020_1	1	-
chr1	3278752	3279102	AT1G10050_1	1	+
chr1	3287835	3288185	AT1G10070_1	1	+
chr1	3295957	3296307	AT1G10090_1	1	-
chr1	3302479	3302829	AT1G10110_1	1	+
chr1	3310735	3311085	AT1G10130_1	1	+
chr1	3323297	3323647	AT1G10140_1	1	-
chr1	3325658	3326008	AT1G10150_1	1	+
chr1	3328227	3328577	AT1G10155_1	1	-
chr1	3337809	3338159	AT1G10170_1	1	-
chr1	3341323	3341673	AT1G10180_1	1	-
chr1	3347607	3347957	AT1G10200_1	1	-
chr1	3368859	3369209	AT1G10280_1	1	-
chr1	3392269	3392619	AT1G10340_1	1	-
chr1	3394778	3395128	AT1G10350_1	1	-
chr1	3398107	3398457	AT1G10370_1	1	-
chr1	3400355	3400705	AT1G10380_1	1	+
chr1	3412581	3412931	AT1G10390_1	1	-
chr1	3416131	3416481	AT1G10400_1	1	-
chr1	3427283	3427633	AT1G10417_1	1	-
chr1	3430351	3430701	AT1G10430_1	1	-
chr1	3431529	3431879	AT1G10450_1	1	+
chr1	3443596	3443946	AT1G10470_1	1	-
chr1	3449440	3449790	AT1G10480_1	1	+
chr1	3452955	3453305	AT1G10490_1	1	+
chr1	3461388	3461738	AT1G10510_1	1	+
chr1	3472423	3472773	AT1G10530_1	1	-
chr1	3480744	3481094	AT1G10550_1	1	-
chr1	3484301	3484651	AT1G10560_1	1	+
chr1	3494884	3495234	AT1G10585_1	1	-
chr1	3503184	3503534	AT1G10590_1	1	-
chr1	3514479	3514829	AT1G10630_1	1	-
chr1	3517637	3517987	AT1G10640_1	1	-
chr1	3526099	3526449	AT1G10650_1	1	-
chr1	3530253	3530603	AT1G10657_1	1	+
chr1	3550529	3550879	AT1G10690_1	1	-
chr1	3553858	3554208	AT1G10700_1	1	+
chr1	3558107	3558457	AT1G10710_1	1	+
chr1	3562706	3563056	AT1G10720_1	1	+
chr1	3570589	3570939	AT1G10740_1	1	-
chr1	3572411	3572761	AT1G10745_1	1	+
chr1	3574044	3574394	AT1G10747_1	1	+
chr1	3590320	3590670	AT1G10760_1	1	-
chr1	3592163	3592513	AT1G10770_1	1	-
chr1	3594836	3595186	AT1G10780_1	1	-
chr1	3595999	3596349	AT1G10790_1	1	+
chr1	3598658	3599008	AT1G10800_1	1	-
chr1	3647517	3647867	AT1G10920_1	1	-
chr1	3655337	3655687	AT1G10930_1	1	-
chr1	3658289	3658639	AT1G10940_1	1	-
chr1	3664138	3664488	AT1G10960_1	1	+
chr1	3675690	3676040	AT1G11000_1	1	-
chr1	3680736	3681086	AT1G11040_1	1	-
chr1	3681570	3681920	AT1G11050_1	1	+
chr1	3684424	3684774	AT1G11060_1	1	+
chr1	3693430	3693780	AT1G11070_1	1	-
chr1	3697554	3697904	AT1G11080_1	1	-
chr1	3709957	3710307	AT1G11110_1	1	+
chr1	3713537	3713887	AT1G11112_1	1	-
chr1	3718527	3718877	AT1G11125_1	1	+
chr1	3722664	3723014	AT1G11130_1	1	+
chr1	3740514	3740864	AT1G11170_1	1	+
chr1	3752529	3752879	AT1G11190_1	1	-
chr1	3756747	3757097	AT1G11210_1	1	-
chr1	3760949	3761299	AT1G11220_1	1	-
